貸出ID, DVD ID,顧客ID,映画ID,貸出日時,タイトル,概要,公開年,レンタル代,カテゴリ名
1325,52,193,10,2005-06-15 11:03:24.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
10786,50,490,10,2005-08-01 21:29:34.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
14413,50,367,10,2005-08-21 11:06:33.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
1948,46,89,10,2005-06-17 08:06:53.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
14697,48,409,10,2005-08-21 20:49:21.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
7174,46,570,10,2005-07-27 08:00:36.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
13109,46,259,10,2005-08-19 11:23:20.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
2562,51,265,10,2005-06-19 03:15:05.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
5139,51,539,10,2005-07-09 08:01:51.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
9184,51,365,10,2005-07-30 12:10:19.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
6703,46,470,10,2005-07-12 12:50:19.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
12704,51,93,10,2005-08-18 20:43:00.000,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,4.99,Sports
2517,53,74,11,2005-06-19 00:11:26.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
5461,53,244,11,2005-07-09 22:48:04.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
8365,53,280,11,2005-07-29 05:11:00.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
633,58,360,11,2005-05-28 17:37:59.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
563,53,324,11,2005-05-28 09:10:49.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
2033,58,90,11,2005-06-17 13:24:43.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
4785,58,474,11,2005-07-08 16:10:19.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
10045,58,118,11,2005-07-31 19:04:35.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
13395,53,80,11,2005-08-19 22:05:40.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
5692,59,244,11,2005-07-10 09:32:22.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
11254,56,315,11,2005-08-02 13:43:49.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
11631,59,168,11,2005-08-17 04:28:56.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
4027,56,116,11,2005-07-07 02:19:01.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
14887,56,421,11,2005-08-22 04:04:31.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
5418,55,114,11,2005-07-09 20:41:35.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
7635,55,413,11,2005-07-28 01:08:11.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
12380,55,215,11,2005-08-18 08:27:28.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
12780,54,373,11,2005-08-18 23:48:16.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
11069,57,4,11,2005-08-02 07:09:34.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
12537,57,56,11,2005-08-18 14:06:39.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
13544,58,538,11,2005-08-20 03:44:26.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
8596,59,233,11,2005-07-29 12:48:54.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
10119,54,351,11,2005-07-31 21:20:59.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
1326,59,548,11,2005-06-15 11:07:39.000,ALAMO VIDEOTAPE,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,0.99,Foreign
13625,60,422,12,2005-08-20 06:52:03.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
2725,63,246,12,2005-06-19 15:01:23.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
5498,63,302,12,2005-07-10 00:27:21.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
13779,63,440,12,2005-08-20 12:03:54.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
1724,61,146,12,2005-06-16 15:15:43.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
5594,61,440,12,2005-07-10 04:33:36.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
8563,61,67,12,2005-07-29 11:32:58.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
15232,61,5,12,2005-08-22 17:37:02.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
2659,66,139,12,2005-06-19 10:47:42.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
5170,66,209,12,2005-07-09 09:24:19.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
983,63,115,12,2005-05-30 22:15:51.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
7920,66,48,12,2005-07-28 12:01:19.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
2808,65,325,12,2005-06-19 19:34:45.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
3705,65,223,12,2005-07-06 10:17:59.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
11043,65,573,12,2005-08-02 06:04:44.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
13037,65,275,12,2005-08-19 08:53:57.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
9179,62,50,12,2005-07-30 12:02:41.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
4061,62,70,12,2005-07-07 04:13:35.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
9681,64,160,12,2005-07-31 06:42:09.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
827,62,573,12,2005-05-29 21:58:43.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
1270,62,395,12,2005-06-15 07:30:22.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
12976,66,592,12,2005-08-19 06:52:58.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
13110,62,447,12,2005-08-19 11:24:37.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
7918,63,473,12,2005-07-28 11:58:53.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
6936,60,538,12,2005-07-26 23:13:34.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
15591,64,62,12,2005-08-23 06:11:52.000,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,0.99,Music
8272,70,346,13,2005-07-29 01:29:51.000,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,4.99,Horror
15294,70,108,13,2006-02-14 15:16:03.000,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,4.99,Horror
8010,68,467,13,2005-07-28 15:26:20.000,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,4.99,Horror
15561,68,469,13,2005-08-23 05:02:31.000,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,4.99,Horror
10015,67,153,13,2005-07-31 18:11:17.000,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,4.99,Horror
15370,67,10,13,2005-08-22 21:59:29.000,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,4.99,Horror
10838,69,387,13,2005-08-01 23:36:10.000,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,4.99,Horror
14845,69,292,13,2005-08-22 02:12:44.000,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,4.99,Horror
6649,70,57,13,2005-07-12 10:51:09.000,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,4.99,Horror
4333,76,113,15,2005-07-07 18:31:50.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
505,71,111,15,2005-05-28 02:06:37.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
2074,71,495,15,2005-06-17 16:40:03.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
6090,71,241,15,2005-07-11 05:47:08.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
8863,75,47,15,2005-07-29 23:52:01.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
481,72,445,15,2005-05-27 22:49:27.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
2699,72,267,15,2005-06-19 13:29:28.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
4443,72,389,15,2005-07-07 23:05:53.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
11262,71,348,15,2005-08-02 13:58:55.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
15565,71,546,15,2005-08-23 05:13:09.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
5036,75,573,15,2005-07-09 02:58:41.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
1277,76,464,15,2005-06-15 08:01:29.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
14061,73,53,15,2005-08-20 22:32:11.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
6965,74,185,15,2005-07-27 00:15:18.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
3826,73,451,15,2005-07-06 15:51:58.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
11708,76,582,15,2005-08-17 07:26:47.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
10230,76,398,15,2005-08-01 01:49:36.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
9263,73,410,15,2005-07-30 14:48:24.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
12730,75,7,15,2005-08-18 21:55:01.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
10362,72,181,15,2005-08-01 05:55:13.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
15957,74,418,15,2005-08-23 19:21:22.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
13874,72,86,15,2005-08-20 15:11:48.000,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,2.99,Foreign
1930,79,112,16,2005-06-17 06:50:46.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
64,79,368,16,2005-05-25 09:21:29.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
3483,79,536,16,2005-07-05 23:13:51.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
4743,80,535,16,2005-07-08 13:42:36.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
11226,79,282,16,2005-08-02 12:47:30.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
11928,79,261,16,2005-08-17 16:28:24.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
7738,80,10,16,2005-07-28 05:21:42.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
12312,80,185,16,2005-08-18 06:07:26.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
10103,77,25,16,2005-07-31 20:49:13.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
14976,77,581,16,2005-08-22 07:10:26.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
12442,78,270,16,2005-08-18 10:50:07.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
5382,78,586,16,2005-07-09 19:12:57.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
10890,78,210,16,2005-08-02 00:58:46.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
2461,78,343,16,2005-06-18 19:58:12.000,ALLEY EVOLUTION,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,2.99,Foreign
10606,81,335,17,2005-08-01 14:39:15.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
716,85,36,17,2005-05-29 04:35:29.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
2401,85,359,17,2005-06-18 16:22:03.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
5834,85,360,17,2005-07-10 16:44:12.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
12988,81,236,17,2006-02-14 15:16:03.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
13852,85,535,17,2005-08-20 14:45:23.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
11175,85,164,17,2005-08-02 10:38:47.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
5901,86,165,17,2005-07-10 20:22:12.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
13606,83,146,17,2005-08-20 06:07:01.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
8271,83,481,17,2005-07-29 01:27:44.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
14566,84,87,17,2005-08-21 16:25:05.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
7823,84,428,17,2005-07-28 08:32:53.000,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,0.99,Music
